Sexo;Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
Mujeres;03 Asturias, Principado de;Construcción;2024;1,6
Mujeres;03 Asturias, Principado de;Construcción;2023;1,1
Mujeres;03 Asturias, Principado de;Construcción;2022;1,2
Mujeres;03 Asturias, Principado de;Construcción;2021;1,1
Mujeres;03 Asturias, Principado de;Construcción;2020;0,8
Mujeres;03 Asturias, Principado de;Construcción;2019;1,6
Mujeres;03 Asturias, Principado de;Construcción;2018;1,2
Mujeres;03 Asturias, Principado de;Construcción;2017;1,1
Mujeres;03 Asturias, Principado de;Construcción;2016;0,9
Mujeres;03 Asturias, Principado de;Construcción;2015;0,9
Mujeres;03 Asturias, Principado de;Construcción;2014;0,7
Mujeres;03 Asturias, Principado de;Construcción;2013;1,1
Mujeres;03 Asturias, Principado de;Construcción;2012;1,6
Mujeres;03 Asturias, Principado de;Construcción;2011;1,9
Mujeres;03 Asturias, Principado de;Construcción;2010;1,1
Mujeres;03 Asturias, Principado de;Construcción;2009;0,8
Mujeres;03 Asturias, Principado de;Construcción;2008;2,1
Mujeres;03 Asturias, Principado de;Servicios;2024;92,5
Mujeres;03 Asturias, Principado de;Servicios;2023;93
Mujeres;03 Asturias, Principado de;Servicios;2022;92,5
Mujeres;03 Asturias, Principado de;Servicios;2021;93,8
Mujeres;03 Asturias, Principado de;Servicios;2020;92,7
Mujeres;03 Asturias, Principado de;Servicios;2019;92,3
Mujeres;03 Asturias, Principado de;Servicios;2018;92,8
Mujeres;03 Asturias, Principado de;Servicios;2017;92,4
Mujeres;03 Asturias, Principado de;Servicios;2016;93,5
Mujeres;03 Asturias, Principado de;Servicios;2015;94,1
Mujeres;03 Asturias, Principado de;Servicios;2014;91,7
Mujeres;03 Asturias, Principado de;Servicios;2013;91,8
Mujeres;03 Asturias, Principado de;Servicios;2012;90,8
Mujeres;03 Asturias, Principado de;Servicios;2011;91,2
Mujeres;03 Asturias, Principado de;Servicios;2010;93
Mujeres;03 Asturias, Principado de;Servicios;2009;94,1
Mujeres;03 Asturias, Principado de;Servicios;2008;91,4
Mujeres;04 Balears, Illes;Total;2024;100
Mujeres;04 Balears, Illes;Total;2023;100
Mujeres;04 Balears, Illes;Total;2022;100
Mujeres;04 Balears, Illes;Total;2021;100
Mujeres;04 Balears, Illes;Total;2020;100
Mujeres;04 Balears, Illes;Total;2019;100
Mujeres;04 Balears, Illes;Total;2018;100
Mujeres;04 Balears, Illes;Total;2017;100
Mujeres;04 Balears, Illes;Total;2016;100
Mujeres;04 Balears, Illes;Total;2015;100
Mujeres;04 Balears, Illes;Total;2014;100
Mujeres;04 Balears, Illes;Total;2013;100
Mujeres;04 Balears, Illes;Total;2012;100
Mujeres;04 Balears, Illes;Total;2011;100
Mujeres;04 Balears, Illes;Total;2010;100
Mujeres;04 Balears, Illes;Total;2009;100
Mujeres;04 Balears, Illes;Total;2008;100
Mujeres;04 Balears, Illes;Agricultura;2024;0,3
Mujeres;04 Balears, Illes;Agricultura;2023;0,1
Mujeres;04 Balears, Illes;Agricultura;2022;..
Mujeres;04 Balears, Illes;Agricultura;2021;0
Mujeres;04 Balears, Illes;Agricultura;2020;0,2
Mujeres;04 Balears, Illes;Agricultura;2019;0,4
Mujeres;04 Balears, Illes;Agricultura;2018;0
Mujeres;04 Balears, Illes;Agricultura;2017;..
Mujeres;04 Balears, Illes;Agricultura;2016;0,1
Mujeres;04 Balears, Illes;Agricultura;2015;0,3
Mujeres;04 Balears, Illes;Agricultura;2014;0,5
Mujeres;04 Balears, Illes;Agricultura;2013;0,2
Mujeres;04 Balears, Illes;Agricultura;2012;0,1
Mujeres;04 Balears, Illes;Agricultura;2011;0,1
Mujeres;04 Balears, Illes;Agricultura;2010;0,2
Mujeres;04 Balears, Illes;Agricultura;2009;0,1
Mujeres;04 Balears, Illes;Agricultura;2008;0,3
Mujeres;04 Balears, Illes;Industria;2024;3,6
Mujeres;04 Balears, Illes;Industria;2023;2,9
Mujeres;04 Balears, Illes;Industria;2022;3,2
Mujeres;04 Balears, Illes;Industria;2021;2,9
Mujeres;04 Balears, Illes;Industria;2020;3,7
Mujeres;04 Balears, Illes;Industria;2019;3,3
Mujeres;04 Balears, Illes;Industria;2018;3,8
Mujeres;04 Balears, Illes;Industria;2017;4
Mujeres;04 Balears, Illes;Industria;2016;2,6
Mujeres;04 Balears, Illes;Industria;2015;2,8
Mujeres;04 Balears, Illes;Industria;2014;3
Mujeres;04 Balears, Illes;Industria;2013;2,4
Mujeres;04 Balears, Illes;Industria;2012;2,3
Mujeres;04 Balears, Illes;Industria;2011;2,8
Mujeres;04 Balears, Illes;Industria;2010;3,6
Mujeres;04 Balears, Illes;Industria;2009;3,5
Mujeres;04 Balears, Illes;Industria;2008;3
Mujeres;04 Balears, Illes;Construcción;2024;1,6
Mujeres;04 Balears, Illes;Construcción;2023;0,8
Mujeres;04 Balears, Illes;Construcción;2022;2,1
Mujeres;04 Balears, Illes;Construcción;2021;2,8
Mujeres;04 Balears, Illes;Construcción;2020;1,7
Mujeres;04 Balears, Illes;Construcción;2019;1,7
Mujeres;04 Balears, Illes;Construcción;2018;2,1
Mujeres;04 Balears, Illes;Construcción;2017;1,9
Mujeres;04 Balears, Illes;Construcción;2016;0,9
Mujeres;04 Balears, Illes;Construcción;2015;1
Mujeres;04 Balears, Illes;Construcción;2014;1,1
Mujeres;04 Balears, Illes;Construcción;2013;0,6
Mujeres;04 Balears, Illes;Construcción;2012;0,7
Mujeres;04 Balears, Illes;Construcción;2011;0,9
Mujeres;04 Balears, Illes;Construcción;2010;1
Mujeres;04 Balears, Illes;Construcción;2009;1,2
Mujeres;04 Balears, Illes;Construcción;2008;1,8
Mujeres;04 Balears, Illes;Servicios;2024;94,5
Mujeres;04 Balears, Illes;Servicios;2023;96,2
Mujeres;04 Balears, Illes;Servicios;2022;94,7
Mujeres;04 Balears, Illes;Servicios;2021;94,2
Mujeres;04 Balears, Illes;Servicios;2020;94,5
Mujeres;04 Balears, Illes;Servicios;2019;94,6
Mujeres;04 Balears, Illes;Servicios;2018;94,1
Mujeres;04 Balears, Illes;Servicios;2017;94,1
Mujeres;04 Balears, Illes;Servicios;2016;96,3
Mujeres;04 Balears, Illes;Servicios;2015;95,9
Mujeres;04 Balears, Illes;Servicios;2014;95,5
Mujeres;04 Balears, Illes;Servicios;2013;96,8
Mujeres;04 Balears, Illes;Servicios;2012;96,9
Mujeres;04 Balears, Illes;Servicios;2011;96,3
Mujeres;04 Balears, Illes;Servicios;2010;95,2
Mujeres;04 Balears, Illes;Servicios;2009;95,3
Mujeres;04 Balears, Illes;Servicios;2008;95
Mujeres;05 Canarias;Total;2024;100
Mujeres;05 Canarias;Total;2023;100
Mujeres;05 Canarias;Total;2022;100
Mujeres;05 Canarias;Total;2021;100
Mujeres;05 Canarias;Total;2020;100
Mujeres;05 Canarias;Total;2019;100
Mujeres;05 Canarias;Total;2018;100
Mujeres;05 Canarias;Total;2017;100
Mujeres;05 Canarias;Total;2016;100
Mujeres;05 Canarias;Total;2015;100
Mujeres;05 Canarias;Total;2014;100
Mujeres;05 Canarias;Total;2013;100
Mujeres;05 Canarias;Total;2012;100
Mujeres;05 Canarias;Total;2011;100
Mujeres;05 Canarias;Total;2010;100
Mujeres;05 Canarias;Total;2009;100
Mujeres;05 Canarias;Total;2008;100
Mujeres;05 Canarias;Agricultura;2024;1,4
Mujeres;05 Canarias;Agricultura;2023;1,2
Mujeres;05 Canarias;Agricultura;2022;0,7
Mujeres;05 Canarias;Agricultura;2021;1,1
Mujeres;05 Canarias;Agricultura;2020;1,4
Mujeres;05 Canarias;Agricultura;2019;1,6
Mujeres;05 Canarias;Agricultura;2018;1,2
Mujeres;05 Canarias;Agricultura;2017;1,4
Mujeres;05 Canarias;Agricultura;2016;1,3
Mujeres;05 Canarias;Agricultura;2015;1,5
Mujeres;05 Canarias;Agricultura;2014;1,5
Mujeres;05 Canarias;Agricultura;2013;1,4
Mujeres;05 Canarias;Agricultura;2012;1,3
Mujeres;05 Canarias;Agricultura;2011;1,8
Mujeres;05 Canarias;Agricultura;2010;2,4
Mujeres;05 Canarias;Agricultura;2009;1,7
Mujeres;05 Canarias;Agricultura;2008;2,3
Mujeres;05 Canarias;Industria;2024;2,7
Mujeres;05 Canarias;Industria;2023;2,7
Mujeres;05 Canarias;Industria;2022;2
Mujeres;05 Canarias;Industria;2021;2,4
Mujeres;05 Canarias;Industria;2020;2,3
Mujeres;05 Canarias;Industria;2019;1,9
Mujeres;05 Canarias;Industria;2018;2
Mujeres;05 Canarias;Industria;2017;1,6
Mujeres;05 Canarias;Industria;2016;1,8
Mujeres;05 Canarias;Industria;2015;1,6
Mujeres;05 Canarias;Industria;2014;2
Mujeres;05 Canarias;Industria;2013;2
Mujeres;05 Canarias;Industria;2012;1,8
Mujeres;05 Canarias;Industria;2011;1,9
Mujeres;05 Canarias;Industria;2010;2,5
Mujeres;05 Canarias;Industria;2009;2,1
Mujeres;05 Canarias;Industria;2008;2,5
Mujeres;05 Canarias;Construcción;2024;1,1
Mujeres;05 Canarias;Construcción;2023;0,6
Mujeres;05 Canarias;Construcción;2022;0,7
Mujeres;05 Canarias;Construcción;2021;1,2
Mujeres;05 Canarias;Construcción;2020;0,5
Mujeres;05 Canarias;Construcción;2019;0,7
Mujeres;05 Canarias;Construcción;2018;0,7
Mujeres;05 Canarias;Construcción;2017;0,8
Mujeres;05 Canarias;Construcción;2016;0,7
Mujeres;05 Canarias;Construcción;2015;0,5
Mujeres;05 Canarias;Construcción;2014;0,8
Mujeres;05 Canarias;Construcción;2013;1
Mujeres;05 Canarias;Construcción;2012;0,8
Mujeres;05 Canarias;Construcción;2011;0,6
Mujeres;05 Canarias;Construcción;2010;1,6
Mujeres;05 Canarias;Construcción;2009;1,7
Mujeres;05 Canarias;Construcción;2008;1,7
Mujeres;05 Canarias;Servicios;2024;94,8
Mujeres;05 Canarias;Servicios;2023;95,5
Mujeres;05 Canarias;Servicios;2022;96,6
Mujeres;05 Canarias;Servicios;2021;95,3
Mujeres;05 Canarias;Servicios;2020;95,8
Mujeres;05 Canarias;Servicios;2019;95,8
Mujeres;05 Canarias;Servicios;2018;96
Mujeres;05 Canarias;Servicios;2017;96,2
Mujeres;05 Canarias;Servicios;2016;96,2
Mujeres;05 Canarias;Servicios;2015;96,3
Mujeres;05 Canarias;Servicios;2014;95,7
Mujeres;05 Canarias;Servicios;2013;95,7
Mujeres;05 Canarias;Servicios;2012;96,1
Mujeres;05 Canarias;Servicios;2011;95,7
Mujeres;05 Canarias;Servicios;2010;93,5
Mujeres;05 Canarias;Servicios;2009;94,5
Mujeres;05 Canarias;Servicios;2008;93,5
Mujeres;06 Cantabria;Total;2024;100
Mujeres;06 Cantabria;Total;2023;100
Mujeres;06 Cantabria;Total;2022;100
Mujeres;06 Cantabria;Total;2021;100
Mujeres;06 Cantabria;Total;2020;100
Mujeres;06 Cantabria;Total;2019;100
Mujeres;06 Cantabria;Total;2018;100
Mujeres;06 Cantabria;Total;2017;100
Mujeres;06 Cantabria;Total;2016;100
Mujeres;06 Cantabria;Total;2015;100
Mujeres;06 Cantabria;Total;2014;100
Mujeres;06 Cantabria;Total;2013;100
Mujeres;06 Cantabria;Total;2012;100
Mujeres;06 Cantabria;Total;2011;100
Mujeres;06 Cantabria;Total;2010;100
Mujeres;06 Cantabria;Total;2009;100
Mujeres;06 Cantabria;Total;2008;100
Mujeres;06 Cantabria;Agricultura;2024;0,1
Mujeres;06 Cantabria;Agricultura;2023;0,2
Mujeres;06 Cantabria;Agricultura;2022;0,2
Mujeres;06 Cantabria;Agricultura;2021;0,1
Mujeres;06 Cantabria;Agricultura;2020;0,3
Mujeres;06 Cantabria;Agricultura;2019;0,3
Mujeres;06 Cantabria;Agricultura;2018;0,4
Mujeres;06 Cantabria;Agricultura;2017;0,4
Mujeres;06 Cantabria;Agricultura;2016;0,3
Mujeres;06 Cantabria;Agricultura;2015;0,2
Mujeres;06 Cantabria;Agricultura;2014;0,5
Mujeres;06 Cantabria;Agricultura;2013;0,5
Mujeres;06 Cantabria;Agricultura;2012;0,2
Mujeres;06 Cantabria;Agricultura;2011;0,2
Mujeres;06 Cantabria;Agricultura;2010;0,1
Mujeres;06 Cantabria;Agricultura;2009;0,3
Mujeres;06 Cantabria;Agricultura;2008;0,1
Mujeres;06 Cantabria;Industria;2024;8
Mujeres;06 Cantabria;Industria;2023;8,7
Mujeres;06 Cantabria;Industria;2022;9,1
Mujeres;06 Cantabria;Industria;2021;9
Mujeres;06 Cantabria;Industria;2020;9,2
Mujeres;06 Cantabria;Industria;2019;6,5
Mujeres;06 Cantabria;Industria;2018;7,2
Mujeres;06 Cantabria;Industria;2017;6,6
Mujeres;06 Cantabria;Industria;2016;8,8
Mujeres;06 Cantabria;Industria;2015;7,9
Mujeres;06 Cantabria;Industria;2014;7,5
Mujeres;06 Cantabria;Industria;2013;8,2
Mujeres;06 Cantabria;Industria;2012;8,4
Mujeres;06 Cantabria;Industria;2011;9,3
Mujeres;06 Cantabria;Industria;2010;8,1
Mujeres;06 Cantabria;Industria;2009;8,1
Mujeres;06 Cantabria;Industria;2008;9,2
Mujeres;06 Cantabria;Construcción;2024;1
Mujeres;06 Cantabria;Construcción;2023;1,7
Mujeres;06 Cantabria;Construcción;2022;1,2
Mujeres;06 Cantabria;Construcción;2021;0,8
Mujeres;06 Cantabria;Construcción;2020;1
Mujeres;06 Cantabria;Construcción;2019;1,2
Mujeres;06 Cantabria;Construcción;2018;1,5
Mujeres;06 Cantabria;Construcción;2017;1,3
Mujeres;06 Cantabria;Construcción;2016;1,3
Mujeres;06 Cantabria;Construcción;2015;1,1
Mujeres;06 Cantabria;Construcción;2014;1
Mujeres;06 Cantabria;Construcción;2013;1,6
Mujeres;06 Cantabria;Construcción;2012;1,4
Mujeres;06 Cantabria;Construcción;2011;1,7
Mujeres;06 Cantabria;Construcción;2010;1,6
Mujeres;06 Cantabria;Construcción;2009;2,1
Mujeres;06 Cantabria;Construcción;2008;2,2
Mujeres;06 Cantabria;Servicios;2024;90,8
Mujeres;06 Cantabria;Servicios;2023;89,4
Mujeres;06 Cantabria;Servicios;2022;89,5
Mujeres;06 Cantabria;Servicios;2021;90,1
Mujeres;06 Cantabria;Servicios;2020;89,4
Mujeres;06 Cantabria;Servicios;2019;92
Mujeres;06 Cantabria;Servicios;2018;90,9
Mujeres;06 Cantabria;Servicios;2017;91,7
Mujeres;06 Cantabria;Servicios;2016;89,6
Mujeres;06 Cantabria;Servicios;2015;90,8
Mujeres;06 Cantabria;Servicios;2014;90,9
Mujeres;06 Cantabria;Servicios;2013;89,7
Mujeres;06 Cantabria;Servicios;2012;90
Mujeres;06 Cantabria;Servicios;2011;88,8
Mujeres;06 Cantabria;Servicios;2010;90,2
Mujeres;06 Cantabria;Servicios;2009;89,5
Mujeres;06 Cantabria;Servicios;2008;88,5
Mujeres;07 Castilla y León;Total;2024;100
Mujeres;07 Castilla y León;Total;2023;100
Mujeres;07 Castilla y León;Total;2022;100
Mujeres;07 Castilla y León;Total;2021;100
Mujeres;07 Castilla y León;Total;2020;100
Mujeres;07 Castilla y León;Total;2019;100
Mujeres;07 Castilla y León;Total;2018;100
Mujeres;07 Castilla y León;Total;2017;100
Mujeres;07 Castilla y León;Total;2016;100
Mujeres;07 Castilla y León;Total;2015;100
Mujeres;07 Castilla y León;Total;2014;100
Mujeres;07 Castilla y León;Total;2013;100
Mujeres;07 Castilla y León;Total;2012;100
Mujeres;07 Castilla y León;Total;2011;100
Mujeres;07 Castilla y León;Total;2010;100
Mujeres;07 Castilla y León;Total;2009;100
Mujeres;07 Castilla y León;Total;2008;100
Mujeres;07 Castilla y León;Agricultura;2024;1,3
Mujeres;07 Castilla y León;Agricultura;2023;1,2
Mujeres;07 Castilla y León;Agricultura;2022;1,3
Mujeres;07 Castilla y León;Agricultura;2021;1,2
Mujeres;07 Castilla y León;Agricultura;2020;1,2
Mujeres;07 Castilla y León;Agricultura;2019;1,3
Mujeres;07 Castilla y León;Agricultura;2018;1
Mujeres;07 Castilla y León;Agricultura;2017;1
Mujeres;07 Castilla y León;Agricultura;2016;1,5
Mujeres;07 Castilla y León;Agricultura;2015;1,1
Mujeres;07 Castilla y León;Agricultura;2014;0,7
Mujeres;07 Castilla y León;Agricultura;2013;0,9
Mujeres;07 Castilla y León;Agricultura;2012;1,1
Mujeres;07 Castilla y León;Agricultura;2011;0,5
Mujeres;07 Castilla y León;Agricultura;2010;0,5
Mujeres;07 Castilla y León;Agricultura;2009;0,8
Mujeres;07 Castilla y León;Agricultura;2008;1,4
Mujeres;07 Castilla y León;Industria;2024;9,2
Mujeres;07 Castilla y León;Industria;2023;9,6
Mujeres;07 Castilla y León;Industria;2022;9,1
Mujeres;07 Castilla y León;Industria;2021;9,2
Mujeres;07 Castilla y León;Industria;2020;9,4
Mujeres;07 Castilla y León;Industria;2019;10,3
Mujeres;07 Castilla y León;Industria;2018;10,1
Mujeres;07 Castilla y León;Industria;2017;8,3
Mujeres;07 Castilla y León;Industria;2016;8,8
Mujeres;07 Castilla y León;Industria;2015;7,8
Mujeres;07 Castilla y León;Industria;2014;7,7
Mujeres;07 Castilla y León;Industria;2013;7,5
Mujeres;07 Castilla y León;Industria;2012;8,1
Mujeres;07 Castilla y León;Industria;2011;7,9
Mujeres;07 Castilla y León;Industria;2010;8,1
Mujeres;07 Castilla y León;Industria;2009;8,7
Mujeres;07 Castilla y León;Industria;2008;9,2
Mujeres;07 Castilla y León;Construcción;2024;0,8
Mujeres;07 Castilla y León;Construcción;2023;1,4
Mujeres;07 Castilla y León;Construcción;2022;1,2
Mujeres;07 Castilla y León;Construcción;2021;1
Mujeres;07 Castilla y León;Construcción;2020;1,1
Mujeres;07 Castilla y León;Construcción;2019;0,8
Mujeres;07 Castilla y León;Construcción;2018;0,9
Mujeres;07 Castilla y León;Construcción;2017;1
Mujeres;07 Castilla y León;Construcción;2016;0,8
Mujeres;07 Castilla y León;Construcción;2015;1
Mujeres;07 Castilla y León;Construcción;2014;1
Mujeres;07 Castilla y León;Construcción;2013;1
Mujeres;07 Castilla y León;Construcción;2012;1,2
Mujeres;07 Castilla y León;Construcción;2011;1,3
Mujeres;07 Castilla y León;Construcción;2010;1,7
Mujeres;07 Castilla y León;Construcción;2009;1,5
Mujeres;07 Castilla y León;Construcción;2008;2
Mujeres;07 Castilla y León;Servicios;2024;88,7
Mujeres;07 Castilla y León;Servicios;2023;87,8
Mujeres;07 Castilla y León;Servicios;2022;88,4
Mujeres;07 Castilla y León;Servicios;2021;88,6
Mujeres;07 Castilla y León;Servicios;2020;88,3
Mujeres;07 Castilla y León;Servicios;2019;87,5
Mujeres;07 Castilla y León;Servicios;2018;88,1
Mujeres;07 Castilla y León;Servicios;2017;89,7
Mujeres;07 Castilla y León;Servicios;2016;88,9
Mujeres;07 Castilla y León;Servicios;2015;90,1
Mujeres;07 Castilla y León;Servicios;2014;90,5
Mujeres;07 Castilla y León;Servicios;2013;90,6
Mujeres;07 Castilla y León;Servicios;2012;89,6
Mujeres;07 Castilla y León;Servicios;2011;90,4
Mujeres;07 Castilla y León;Servicios;2010;89,7
Mujeres;07 Castilla y León;Servicios;2009;89
Mujeres;07 Castilla y León;Servicios;2008;87,5
Mujeres;08 Castilla - La Mancha;Total;2024;100
Mujeres;08 Castilla - La Mancha;Total;2023;100
Mujeres;08 Castilla - La Mancha;Total;2022;100
Mujeres;08 Castilla - La Mancha;Total;2021;100
Mujeres;08 Castilla - La Mancha;Total;2020;100
Mujeres;08 Castilla - La Mancha;Total;2019;100
Mujeres;08 Castilla - La Mancha;Total;2018;100
Mujeres;08 Castilla - La Mancha;Total;2017;100
Mujeres;08 Castilla - La Mancha;Total;2016;100
Mujeres;08 Castilla - La Mancha;Total;2015;100
Mujeres;08 Castilla - La Mancha;Total;2014;100
Mujeres;08 Castilla - La Mancha;Total;2013;100
Mujeres;08 Castilla - La Mancha;Total;2012;100
Mujeres;08 Castilla - La Mancha;Total;2011;100
Mujeres;08 Castilla - La Mancha;Total;2010;100
Mujeres;08 Castilla - La Mancha;Total;2009;100
Mujeres;08 Castilla - La Mancha;Total;2008;100
Mujeres;08 Castilla - La Mancha;Agricultura;2024;1,6
Mujeres;08 Castilla - La Mancha;Agricultura;2023;1,5
Mujeres;08 Castilla - La Mancha;Agricultura;2022;2,2
Mujeres;08 Castilla - La Mancha;Agricultura;2021;2,5
Mujeres;08 Castilla - La Mancha;Agricultura;2020;1,5
Mujeres;08 Castilla - La Mancha;Agricultura;2019;1,9
Mujeres;08 Castilla - La Mancha;Agricultura;2018;1,5
Mujeres;08 Castilla - La Mancha;Agricultura;2017;2,1
Mujeres;08 Castilla - La Mancha;Agricultura;2016;1,7
Mujeres;08 Castilla - La Mancha;Agricultura;2015;2,2
Mujeres;08 Castilla - La Mancha;Agricultura;2014;1,6
Mujeres;08 Castilla - La Mancha;Agricultura;2013;1,5
Mujeres;08 Castilla - La Mancha;Agricultura;2012;1,5
Mujeres;08 Castilla - La Mancha;Agricultura;2011;2,1
Mujeres;08 Castilla - La Mancha;Agricultura;2010;2,2
Mujeres;08 Castilla - La Mancha;Agricultura;2009;1,5
Mujeres;08 Castilla - La Mancha;Agricultura;2008;1,9
Mujeres;08 Castilla - La Mancha;Industria;2024;10,6
Mujeres;08 Castilla - La Mancha;Industria;2023;10,8
Mujeres;08 Castilla - La Mancha;Industria;2022;8,8
Mujeres;08 Castilla - La Mancha;Industria;2021;8,6
Mujeres;08 Castilla - La Mancha;Industria;2020;9,1
Mujeres;08 Castilla - La Mancha;Industria;2019;10,4
Mujeres;08 Castilla - La Mancha;Industria;2018;9,6
Mujeres;08 Castilla - La Mancha;Industria;2017;9
Mujeres;08 Castilla - La Mancha;Industria;2016;9,3
Mujeres;08 Castilla - La Mancha;Industria;2015;8,1
Mujeres;08 Castilla - La Mancha;Industria;2014;8,9
Mujeres;08 Castilla - La Mancha;Industria;2013;9,6
Mujeres;08 Castilla - La Mancha;Industria;2012;9,8
Mujeres;08 Castilla - La Mancha;Industria;2011;9,1
Mujeres;08 Castilla - La Mancha;Industria;2010;9,9
Mujeres;08 Castilla - La Mancha;Industria;2009;9,8
Mujeres;08 Castilla - La Mancha;Industria;2008;10,2
Mujeres;08 Castilla - La Mancha;Construcción;2024;1,2
Mujeres;08 Castilla - La Mancha;Construcción;2023;1
Mujeres;08 Castilla - La Mancha;Construcción;2022;1,1
Mujeres;08 Castilla - La Mancha;Construcción;2021;0,8
Mujeres;08 Castilla - La Mancha;Construcción;2020;1
Mujeres;08 Castilla - La Mancha;Construcción;2019;1,1
Mujeres;08 Castilla - La Mancha;Construcción;2018;1,1
Mujeres;08 Castilla - La Mancha;Construcción;2017;1,2
Mujeres;08 Castilla - La Mancha;Construcción;2016;0,8
Mujeres;08 Castilla - La Mancha;Construcción;2015;0,6
Mujeres;08 Castilla - La Mancha;Construcción;2014;1,1
Mujeres;08 Castilla - La Mancha;Construcción;2013;0,9
Mujeres;08 Castilla - La Mancha;Construcción;2012;0,9
Mujeres;08 Castilla - La Mancha;Construcción;2011;0,9
Mujeres;08 Castilla - La Mancha;Construcción;2010;1,2
Mujeres;08 Castilla - La Mancha;Construcción;2009;1,6
Mujeres;08 Castilla - La Mancha;Construcción;2008;1,7
Mujeres;08 Castilla - La Mancha;Servicios;2024;86,6
Mujeres;08 Castilla - La Mancha;Servicios;2023;86,7
Mujeres;08 Castilla - La Mancha;Servicios;2022;88
Mujeres;08 Castilla - La Mancha;Servicios;2021;88,1
Mujeres;08 Castilla - La Mancha;Servicios;2020;88,4
Mujeres;08 Castilla - La Mancha;Servicios;2019;86,5
Mujeres;08 Castilla - La Mancha;Servicios;2018;87,8
Mujeres;08 Castilla - La Mancha;Servicios;2017;87,7
Mujeres;08 Castilla - La Mancha;Servicios;2016;88,3
Mujeres;08 Castilla - La Mancha;Servicios;2015;89,1
Mujeres;08 Castilla - La Mancha;Servicios;2014;88,4
Mujeres;08 Castilla - La Mancha;Servicios;2013;88,1
Mujeres;08 Castilla - La Mancha;Servicios;2012;87,8
Mujeres;08 Castilla - La Mancha;Servicios;2011;88
Mujeres;08 Castilla - La Mancha;Servicios;2010;86,6
Mujeres;08 Castilla - La Mancha;Servicios;2009;87
Mujeres;08 Castilla - La Mancha;Servicios;2008;86,2
Mujeres;09 Cataluña;Total;2024;100
Mujeres;09 Cataluña;Total;2023;100
Mujeres;09 Cataluña;Total;2022;100
Mujeres;09 Cataluña;Total;2021;100
Mujeres;09 Cataluña;Total;2020;100
Mujeres;09 Cataluña;Total;2019;100
Mujeres;09 Cataluña;Total;2018;100
Mujeres;09 Cataluña;Total;2017;100
Mujeres;09 Cataluña;Total;2016;100
Mujeres;09 Cataluña;Total;2015;100
Mujeres;09 Cataluña;Total;2014;100
Mujeres;09 Cataluña;Total;2013;100
Mujeres;09 Cataluña;Total;2012;100
Mujeres;09 Cataluña;Total;2011;100
Mujeres;09 Cataluña;Total;2010;100
Mujeres;09 Cataluña;Total;2009;100
Mujeres;09 Cataluña;Total;2008;100
Mujeres;09 Cataluña;Agricultura;2024;0,4
Mujeres;09 Cataluña;Agricultura;2023;0,3
Mujeres;09 Cataluña;Agricultura;2022;0,4
Mujeres;09 Cataluña;Agricultura;2021;0,3
Mujeres;09 Cataluña;Agricultura;2020;0,3
Mujeres;09 Cataluña;Agricultura;2019;0,4
Mujeres;09 Cataluña;Agricultura;2018;0,4
Mujeres;09 Cataluña;Agricultura;2017;0,3
Mujeres;09 Cataluña;Agricultura;2016;0,3
Mujeres;09 Cataluña;Agricultura;2015;0,2
Mujeres;09 Cataluña;Agricultura;2014;0,2
Mujeres;09 Cataluña;Agricultura;2013;0,4
Mujeres;09 Cataluña;Agricultura;2012;0,5
Mujeres;09 Cataluña;Agricultura;2011;0,6
Mujeres;09 Cataluña;Agricultura;2010;0,7
Mujeres;09 Cataluña;Agricultura;2009;0,5
Mujeres;09 Cataluña;Agricultura;2008;0,6
Mujeres;09 Cataluña;Industria;2024;11,9
Mujeres;09 Cataluña;Industria;2023;12,1
Mujeres;09 Cataluña;Industria;2022;12,5
Mujeres;09 Cataluña;Industria;2021;11,6
Mujeres;09 Cataluña;Industria;2020;13,1
Mujeres;09 Cataluña;Industria;2019;12,8
Mujeres;09 Cataluña;Industria;2018;12,5
Mujeres;09 Cataluña;Industria;2017;12
Mujeres;09 Cataluña;Industria;2016;12
Mujeres;09 Cataluña;Industria;2015;12,6
Mujeres;09 Cataluña;Industria;2014;12,2
Mujeres;09 Cataluña;Industria;2013;11,3
Mujeres;09 Cataluña;Industria;2012;11,5
Mujeres;09 Cataluña;Industria;2011;12
Mujeres;09 Cataluña;Industria;2010;13,5
Mujeres;09 Cataluña;Industria;2009;14,8
Mujeres;09 Cataluña;Industria;2008;14,6
Mujeres;09 Cataluña;Construcción;2024;1
Mujeres;09 Cataluña;Construcción;2023;0,7
Mujeres;09 Cataluña;Construcción;2022;0,8
Mujeres;09 Cataluña;Construcción;2021;0,9
Mujeres;09 Cataluña;Construcción;2020;1,1
Mujeres;09 Cataluña;Construcción;2019;1,1
Mujeres;09 Cataluña;Construcción;2018;1,5
Mujeres;09 Cataluña;Construcción;2017;1,2
Mujeres;09 Cataluña;Construcción;2016;1
Mujeres;09 Cataluña;Construcción;2015;0,9
Mujeres;09 Cataluña;Construcción;2014;0,9
Mujeres;09 Cataluña;Construcción;2013;1
Mujeres;09 Cataluña;Construcción;2012;1,2
Mujeres;09 Cataluña;Construcción;2011;1,5
Mujeres;09 Cataluña;Construcción;2010;1,6
Mujeres;09 Cataluña;Construcción;2009;1,9
Mujeres;09 Cataluña;Construcción;2008;1,9
Mujeres;09 Cataluña;Servicios;2024;86,6
